project_id,is_geocoded,project_title,start_actual_isodate,end_actual_isodate,donors,donors_iso3,recipients,recipients_iso3,ad_sector_codes,ad_sector_names,status,transactions_start_year,transactions_end_year,total_commitments,total_disbursements
P046768,1,Sustainable and Participatory Energy Management Project,12/06/1997,31/12/2004,World Bank,DAC,Senegal,SEN,322|312,Forestry|Mineral resources and mining,Completion,1997,2004,6971373.236,7425006.056
P057910,1,State Pension Systems Reform Technical Assistance Project,30/06/1998,01/12/2005,World Bank,DAC,Brazil,BRA,160,Other social infrastructure and services,Completion,1998,2005,6628358.554,5965522.699
P127449,1,Cote d'Ivoire PRSC 1,30/08/2013,31/12/2013,World Bank,DAC,Cote d'Ivoire,CIV,151|311|310|230,"Agriculture, forestry, fishing|Agriculture|Government and civil society, general|Energy generation and supply",Completion,2013,2013,51645692.04,
P043195,1,Rijeka Gateway Project,08/07/2003,30/09/2012,World Bank,DAC,Croatia,HRV,151|210,"Government and civil society, general|Transport and storage",Completion,2003,2012,188459260.6,202404337.3
P071033,1,Karnataka Community-Based Tank Management Project,25/04/2002,31/01/2012,World Bank,DAC,India,IND,151|311|310|160,"Other social infrastructure and services|Agriculture|Government and civil society, general|Agriculture, forestry, fishing",Completion,2002,2012,121601173.4,118411187.5
P084871,1,Second Transmission and Distribution Project,28/07/2005,30/06/2014,World Bank,DAC,Vietnam,VNM,230,Energy generation and supply,Completion,2005,2014,226717221.1,194288594.5
P050613,1,NI SECOND BASIC EDUCATION PROJECT,31/08/1999,30/04/2005,World Bank,DAC,Nicaragua,NIC,151|114|112,"Post-secondary education|Government and civil society, general|Basic education",Completion,1999,2005,68529975.38,72521407.8
P041548,1,Privatization and Regulatory Capacity Building Project,10/06/1997,30/06/2004,World Bank,DAC,Gabon,GAB,151|160,"Other social infrastructure and services|Government and civil society, general",Completion,1997,2004,13406486.99,10453888.17
P050891,0,Electricity Sector Reform Support Project,05/06/1997,31/12/2006,World Bank,DAC,Russian Federation,RUS,151|230,"Government and civil society, general|Energy generation and supply",Completion,1997,2006,53625947.97,50797969.13
P074081,1,Third Poverty Reduction Support Credit,09/09/2003,30/09/2004,World Bank,DAC,Uganda,UGA,120|151|310|111|140,"Water supply and sanitation|Agriculture, forestry, fishing|Health|Government and civil society, general|Education, level unspecified",Completion,2003,2004,180631879.2,184096928.5
P006512,1,Environmental Conservation & Rehabilitation (CVRD) Project,11/07/1995,30/06/2000,World Bank,DAC,Brazil,BRA,322|312|160,Forestry|Other social infrastructure and services|Mineral resources and mining,Completion,1995,2000,69514970.28,50486097.65
P071631,1,Emergency Multi-Sector HIV/AIDS Project,12/06/2008,30/09/2012,World Bank,DAC,Cote d'Ivoire,CIV,151|120|160|140,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general",Completion,2008,2012,20879716.1,19530376.72
P074235,1,Third Environment Program Support Project,11/05/2004,31/12/2015,World Bank,DAC,Madagascar,MDG,151|310|230,"Agriculture, forestry, fishing|Government and civil society, general|Energy generation and supply",Implementation,2004,2015,46849409.43,47191370.55
P101311,1,GT DPL III,02/08/2007,31/12/2008,World Bank,DAC,Guatemala,GTM,151|240|210,"Banking and financial services|Transport and storage|Government and civil society, general",Completion,2007,2008,106714021.5,106714021.5
P117201,1,Morocco - Sustainable Access to Finance DPL,26/01/2010,31/12/2011,World Bank,DAC,Morocco,MAR,240,Banking and financial services,Completion,2010,2011,204263516.8,187289073.1
P050647,1,Uttar Pradesh Water Sector Restructuring Project,19/02/2002,31/10/2011,World Bank,DAC,India,IND,151|160|311|230,"Other social infrastructure and services|Agriculture|Government and civil society, general|Energy generation and supply",Completion,2002,2011,183446866.3,161053399.1
P115065,1,2nd Additional Financing for Small Towns Water Supply & Sanitation Project,12/05/2009,,World Bank,DAC,Ghana,GHA,151|140,"Water supply and sanitation|Government and civil society, general",Completion,2009,2009,15524470.96,
P114204,1,ELETROBRAS Distribution Rehabilitation,03/06/2010,31/03/2017,World Bank,DAC,Brazil,BRA,230,Energy generation and supply,Implementation,2010,2017,505552204.1,1672407.544
P127319,1,Liberia Integrated Public Financial Management Reform Project,15/12/2011,30/06/2016,World Bank,DAC,Liberia,LBR,151,"Government and civil society, general",Implementation,2011,2016,5000000,
P008287,1,Gas System Rehabilitation Project,19/09/1996,30/06/2003,World Bank,DAC,Azerbaijan,AZE,322,Mineral resources and mining,Completion,1996,2003,27559207.72,23510770.83
P095229,1,ANGOLA EMERGENCY MULTI-SECTOR RECOVERY - PHASE 2,22/05/2007,31/05/2013,World Bank,DAC,Angola,AGO,151|230|140|210,"Water supply and sanitation|Energy generation and supply|Transport and storage|Government and civil society, general",Completion,2007,2013,108848301.9,51221004.9
P059055,1,Emergency Flood Assistance Project,27/08/1998,31/12/2001,World Bank,DAC,Tajikistan,TJK,230|311|410|210|140,Water supply and sanitation|Energy generation and supply|Agriculture|General environmental protection|Transport and storage,Completion,1998,2001,6628358.554,5950690.567
P108525,1,Capacity Building for Economic Management Grant,01/07/2008,30/06/2014,World Bank,DAC,Kyrgyz Republic,KGZ,151,"Government and civil society, general",Completion,2008,2014,3131957.415,1193993.066
P081616,1,Financial Services Development Project,06/01/2005,30/06/2010,World Bank,DAC,Azerbaijan,AZE,240|220,Communications|Banking and financial services,Completion,2005,2010,13886429.79,12511697.4
P127876,0,SERBIA ROAD REHABILITATION AND SAFETY PROJECT,26/04/2013,31/12/2019,World Bank,DAC,Serbia,SRB,210,Transport and storage,Implementation,2013,2019,103291384.1,
P052256,1,Rural Poverty Reduction Project - Minas Gerais,06/09/2005,31/07/2010,World Bank,DAC,Brazil,BRA,151|310|230|210|140,"Water supply and sanitation|Agriculture, forestry, fishing|Transport and storage|Energy generation and supply|Government and civil society, general",Completion,2005,2010,39675513.7,39465080.42
P121220,1,Emergency Recovery Development Policy Credit,09/11/2010,15/11/2011,World Bank,DAC,Honduras,HND,151|230|111,"Education, level unspecified|Energy generation and supply|Government and civil society, general",Completion,2010,2011,76292423.53,77967743.87
P078716,1,Programmatic Loan for Sustainable & Equitable Growth: Supporting Housing Sector Policy,14/06/2005,30/06/2006,World Bank,DAC,Brazil,BRA,151|160|240|430,"Other social infrastructure and services|Banking and financial services|Other|Government and civil society, general",Completion,2005,2006,569649689.8,569649689.8
P129770,1,Revenue Mobilization Program for Results: VAT Improvement Program (VIP),09/05/2014,30/06/2020,World Bank,DAC,Bangladesh,BGD,151|220,"Communications|Government and civil society, general",Implementation,2014,2020,60000000,
P062991,1,Special Structural Adjustment Loan Project,10/11/1998,31/10/2002,World Bank,DAC,Argentina,ARG,151|160|240,"Other social infrastructure and services|Banking and financial services|Government and civil society, general",Completion,1998,2002,3347652488,3323618720
P113202,1,Health System Performance,06/05/2010,31/12/2015,World Bank,DAC,Benin,BEN,120|121,"Health, general|Health",Implementation,2010,2015,23286040.92,1960577.519
P084596,1,Employment Support 2 Project,15/06/2004,31/03/2009,World Bank,DAC,Bosnia and Herzegovina,BIH,151|160,"Other social infrastructure and services|Government and civil society, general",Completion,2004,2009,14054822.83,14776731.25
P129992,1,Third Phase Disaster Vuln.Reduction APL for Dominica,01/05/2014,01/07/2020,World Bank,DAC,Dominica,DMA,410|210|140,Water supply and sanitation|General environmental protection|Transport and storage,Implementation,2014,2020,17000000,
P008506,1,Social Protection Project,30/05/1995,30/06/2002,World Bank,DAC,Kazakhstan,KAZ,151|120|160|112,"Other social infrastructure and services|Health|Government and civil society, general|Basic education",Completion,1995,2002,57141305.57,28006174.14
P149884,1,CF-EMERGENCY PUBLIC SERVICES RESPONSE PROJECT,24/04/2014,31/12/2017,World Bank,DAC,Central African Republic,CAF,151,"Government and civil society, general",Implementation,2014,2017,30000000,
P002992,1,Local Government Development Program,30/11/1999,30/06/2004,World Bank,DAC,Uganda,UGA,151|140,"Water supply and sanitation|Government and civil society, general",Completion,1999,2004,105601428.7,103013577.1
P094220,1,Health Sector Reform Project,29/06/2006,31/12/2013,World Bank,DAC,Azerbaijan,AZE,120|121|151,"Health, general|Health|Government and civil society, general",Completion,2006,2013,54905164.23,35452193.73
P113350,1,Sector Support for Education Reform Project,07/03/2013,16/07/2018,World Bank,DAC,Kyrgyz Republic,KGZ,151|111|113|112,"Education, level unspecified|Secondary education|Government and civil society, general|Basic education",Implementation,2013,2018,17043078.37,
P074819,1,National Land Administration (Supplemental),18/09/2001,,World Bank,DAC,Bolivia,BOL,151,"Government and civil society, general",Completion,2001,2001,7496666.607,
P132101,1,Emergency Infrastructure Preservation & Vulnerability Reduction Project,29/11/2012,30/06/2017,World Bank,DAC,Madagascar,MDG,160|311|111|210|140,"Water supply and sanitation|Education, level unspecified|Agriculture|Transport and storage|Other social infrastructure and services",Implementation,2012,2017,100148059.1,
P147514,1,Madagascar Emergency Food Security and Social Protection Project,27/02/2014,28/02/2018,World Bank,DAC,Madagascar,MDG,312|311|160,Forestry|Other social infrastructure and services|Agriculture,Implementation,2014,2018,65000000,
P112975,1,Cameroon - Competitive Value Chains,22/06/2010,30/03/2016,World Bank,DAC,Cameroon,CMR,151|331,"Trade policy and regulations|Government and civil society, general",Implementation,2010,2016,30639527.52,5353849.99
P003639,1,Southwest Poverty Reduction Project,15/06/1995,31/12/2005,World Bank,DAC,China,CHN,151|120|160|310|111,"Other social infrastructure and services|Education, level unspecified|Health|Government and civil society, general|Agriculture, forestry, fishing",Completion,1995,2005,344099102.9,310644005.4
P040199,1,Basic Education Development Project,04/06/1998,31/12/2001,World Bank,DAC,Mexico,MEX,151|114|113|112,"Post-secondary education|Secondary education|Government and civil society, general|Basic education",Completion,1998,2001,152452246.8,152452246.8
P008271,1,Forestry Project,16/04/1996,30/06/2004,World Bank,DAC,Albania,ALB,151|312|311,"Forestry|Agriculture|Government and civil society, general",Completion,1996,2004,10914537.71,10065220.68
P039292,1,SOCIAL INVESTMENT FUND,18/03/1997,31/03/2003,World Bank,DAC,Belize,BLZ,120|160|111|140|210,"Water supply and sanitation|Education, level unspecified|Health|Transport and storage|Other social infrastructure and services",Completion,1997,2003,9384540.894,10938787.46
P089793,1,State Pension Reform II TAL,13/02/2007,31/12/2011,World Bank,DAC,Brazil,BRA,151,"Government and civil society, general",Completion,2007,2011,5335701.076,5029777.118
P124844,1,West Africa Regional Fisheries Program APL A1 Additional Financing,28/06/2011,,World Bank,DAC,Guatemala,GTM,311,Agriculture,Implementation,2011,2011,2000000,
P126974,1,Africa Higher Education Centers of Excellence Project,15/04/2014,31/12/2018,World Bank,DAC,Guatemala,GTM,322|114|311|120|140,Water supply and sanitation|Post-secondary education|Agriculture|Mineral resources and mining|Health,Implementation,2014,2018,150000000,
P122642,1,Afghanistan: Safety Nets and Pensions Support Project - AF,13/06/2013,,World Bank,DAC,Afghanistan,AFG,160,Other social infrastructure and services,Implementation,2013,2013,12911423.01,
P040713,1,Silk Development Pilot Project,18/11/1997,30/06/2003,World Bank,DAC,Bangladesh,BGD,151|311|321|160,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general",Completion,1997,2003,15283395.17,8093106.859
P121833,1,Housing Reconstruction - Urban Community Driven Development Additional Financing,26/10/2010,,World Bank,DAC,Haiti,HTI,140|151|430|210,"Water supply and sanitation|Other|Government and civil society, general|Transport and storage",Implementation,2010,2010,30639527.52,
P126421,1,Second Additional Financing for Southern African Power Market Project (APL1),28/06/2012,,World Bank,DAC,Guatemala,GTM,230,Energy generation and supply,Implementation,2012,2012,197841508.9,
P049311,0,PSM SAC IDA REFLOW 2,14/11/1996,,World Bank,DAC,Honduras,HND,151|230|210|220,"Transport and storage|Government and civil society, general|Energy generation and supply|Communications",Completion,1996,1996,27422776,
P131212,1,Ninth Poverty Reduction Support Credit (PRSC 9),16/07/2013,31/03/2014,World Bank,DAC,Mozambique,MOZ,151|322|160,"Other social infrastructure and services|Mineral resources and mining|Government and civil society, general",Completion,2013,2014,113620522.5,
P096409,1,Second On-farm Irrigation Project,19/06/2007,31/12/2016,World Bank,DAC,Kyrgyz Republic,KGZ,151|311,"Agriculture|Government and civil society, general",Implementation,2007,2016,17074243.44,13126471.23
P043297,0,LB-ERRP SUPPLEMENTAL,30/05/1996,,World Bank,DAC,Lebanon,LBN,151|321|230|430|140,"Water supply and sanitation|Industry|Other|Energy generation and supply|Government and civil society, general",Completion,1996,1996,68215860.69,
P044267,0,PRIV SEC DEV/IDA REF,12/12/1995,,World Bank,DAC,Guyana,GUY,151|240,"Banking and financial services|Government and civil society, general",Completion,1995,1995,4031868.276,
P110147,1,Ghana Second Agriculture Development Policy Operation,03/06/2010,30/06/2011,World Bank,DAC,Ghana,GHA,311|310|321,"Agriculture, forestry, fishing|Industry|Agriculture",Completion,2010,2011,25532939.6,26330001.38
P128939,1,Pacific Aviation Investment - Tonga,13/12/2011,31/12/2016,World Bank,DAC,Tonga,TON,210,Transport and storage,Implementation,2011,2016,27210000,
P122201,1,"BD: Leveraging ICT Growth, Employment and Governance Project",20/09/2012,31/12/2017,World Bank,DAC,Bangladesh,BGD,331|113|220,Communications|Trade policy and regulations|Secondary education,Implementation,2012,2017,68729060.16,
P004004,1,Higher Education Support Project - Development of Undergraduate Education,18/06/1996,30/09/2002,World Bank,DAC,Indonesia,IDN,151|114,"Post-secondary education|Government and civil society, general",Completion,1996,2002,88680618.89,76073482.44
