transaction_id,project_id,transaction_isodate,transaction_year,transaction_value_code,transaction_currency,transaction_value
mGdkC7jWBKFWQvYXAAqTJC,P102299,26/10/2008,2008,C,USD,52199290.25
SBYQPz6EBP8pHTCe2a8nsE,P145234,25/02/2014,2014,C,USD,50000000
b97c4AH8PMWuUywmcqV5de,P128344,11/01/2014,2014,C,USD,300000000
Bp2DBgyMb9GjzbPF3KnUb3,P130395,09/08/2012,2012,C,USD,68729060.16
EYXFcniqjSpaV822wFHFZQ,P132838,04/11/2012,2012,C,USD,29455311.5
kw9ka3zPHrSCKkR9CCCrzC,P074288,27/04/2002,2002,C,USD,6147683.187
eHyGbgWWnmWkPTgQ55T9v,P041896,27/10/1996,1996,C,USD,27286344.27
uDcDMMVRiLFizdd5kchNqJ,P107037,01/02/2009,2009,C,USD,93146825.79
3CsWjX5Tbi45SMHBeMdJ9f,P121590,01/05/2012,2012,C,USD,441829672.4
xJkJMrHWnfEmwkMfHHaWcE,P001974,11/12/1997,1997,C,USD,40219460.97
QqusoVeAXmxrNNse3bjRnJ,P088994,06/01/2005,2005,C,USD,139431091
D4LTuQ99EVSm9U5rkuEzqJ,P112227,30/05/2010,2010,C,USD,6434300.779
zornX4kehW9MyfPQ4zUzoY,P071014,12/02/2003,2003,C,USD,84294876.97
RrgysxcAgLJGsMqBKgo6LL,P122811,13/06/2012,2012,C,USD,15513130.72
9UbfeSaHNdjmuXLEyQmyF4,P009545,02/04/1995,1995,C,USD,169477497.5
9ePZhWbGSMWsk3qV7kgmBA,P050624,28/05/2000,2000,C,USD,13837255.96
JcyBLesuK2hxs6BoPRz3vW,P099420,02/09/2007,2007,C,USD,42685608.6
QixUw3kvPuHrNm354SP3Xn,P098926,23/10/2006,2006,C,USD,10981032.85
zLND7GcNCnunuM6xgguihC,P089968,21/04/2004,2004,C,USD,7566179.622
hct9GD6yGWBuTih8RoDQ2J,P117979,08/02/2011,2011,C,USD,50000000
7wLTLsFfgKjvcQbqfWSWdS,P070244,22/05/2001,2001,C,USD,3248555.53
PzoNhqLUPNSEvgMFKj7arV,P038916,06/11/1995,1995,C,USD,41708982.17
NiaRn4s5473s3gbGmk3LLZ,P065596,01/07/1999,1999,C,USD,391599859.3
vrZ8MUCyZD5KdRdzpHBGF3,P117617,13/05/2012,2012,C,USD,122730464.6
sMK4UJ8zYFHkgUAs4VRKFH,P071103,01/09/2007,2007,C,USD,16007103.23
f7hZ8nHneSH7RNLXW9oqpY,P130150,25/01/2012,2012,C,USD,98184371.65
SebNkwscXuaEbPakN8ByR,P115199,16/07/2009,2009,C,USD,2069929462
Acg6BAkQefqwao9yyozADh,P088751,10/12/2005,2005,C,USD,170037915.8
6eMJzRH6UtLxCVxEcENRJC,P000112,21/04/1995,1995,C,USD,11122395.24
SAs3k4VRkGueVe989gY876,P110462,13/02/2008,2008,C,USD,31319574.15
CXEa65F9g3EdhYiNggk7mT,P118113,15/06/2010,2010,C,USD,153177211.3
7pFKMff7uLpw6JyurnAkN,P006035,27/09/1995,1995,C,USD,417089821.7
UrtdowgptrsPHLyHi2sL8c,P040195,25/01/1997,1997,C,USD,95454187.38
CDZ55NbZXhxuG5y5WJ83Pm,P000756,30/06/1998,1998,C,USD,132567171.1
6M8rZwNKLiLsjuRP2g8HuE,P112264,03/07/2011,2011,C,USD,751880000
tvxXVMf8tzz3jYwHp74orN,P077682,20/12/2002,2002,C,USD,4672239.222
GfdYLGC4bova7kSXy2sotF,P002346,31/05/1995,1995,C,USD,139029940.6
vdeCnZkH23uhUvkG63MusY,P069569,27/06/2001,2001,C,USD,87461110.42
MAgugojPj4LBrSMmDTLsPY,P081436,10/08/2005,2005,C,USD,55885795.01
h9mkBWonAxShBsST3hPvL7,P073604,18/04/2002,2002,C,USD,73772198.24
muRFBSER8WQzmBkcyJgC2c,P054958,11/06/1997,1997,C,USD,46922704.47
gwhPskQY3CkfLjxzAmeQhJ,P111996,26/05/2009,2009,C,USD,219102033.6
F5XFAMTtJwTVEKK9W3r6FZ,P090712,20/03/2009,2009,C,USD,5174823.655
Q3Gr8K3cJVN8JmcxJk2bJb,P122943,31/01/2011,2011,C,USD,50000000
FJnQ3bgyokYKqu7GgHLZb,P035997,24/09/1997,1997,C,USD,42900758.37
w8UQM9K64KHn5ouBNgYBjc,P088719,13/08/2004,2004,C,USD,5856176.178
D9dxXnEiQT2Jror5uwbBEX,P112253,25/04/2010,2010,C,USD,6127905.504
nV4gYADUMsxstw32K4f3HE,P000426,11/04/1995,1995,C,USD,15988443.16
nU4DCbZ5ny6vjNXnsc9AsR,P004034,09/11/1996,1996,C,USD,41475243.3
QHrB5duCQBaELZEgsgfpUh,P117860,23/02/2009,2009,C,USD,28979012.47
QX7ybNqfvNxmoXWUmaUNAT,P131084,08/09/2013,2013,C,USD,25822846.02
7afN4ViHTWscKifoJa3jHS,P102607,29/04/2009,2009,C,USD,103496473.1
P3ukmnWgrKWXyn4Mr7dMp9,P147257,11/10/2014,2014,C,USD,300000000
cbfqYguua9GSRGUuLvnRD4,P085708,22/10/2004,2004,C,USD,35019933.55
Qo2N4Jbe4FRqFCqRAukWad,P007720,13/08/1998,1998,C,USD,927970197.6
YVK3fhMeh8epBodQcWkJ45,P101988,09/01/2008,2008,C,USD,104398580.5
MQiJsBGaq7gRC3JpUN5iz4,P128378,05/10/2014,2014,C,USD,24000000
rx6PoqLN64VJZN2aTtZ3G5,P071023,17/10/2002,2002,C,USD,6147683.187
tdtAx9zSPwhtamdAvGrg23,P063732,06/02/1999,1999,C,USD,41117985.23
AAcqWm6dJabzjaHfwuUAER,P071170,10/07/2005,2005,C,USD,136030332.7
SqawcsiiMfHPC9eEkg3aYX,P064883,15/07/2003,2003,C,USD,39498170.92
v6Buco3BVHcf6YL3oRNuFM,P063351,05/08/1999,1999,C,USD,329596548.2
hLC8AkXQCtKuyFeLfrpcBD,P050658,18/05/2000,2000,C,USD,82921321.48
Yp7aFpWuKzVLNP3eWGyYxX,P126877,25/11/2012,2012,C,USD,39273748.66
s8NaSc4Jx4aMGhw5Ykhp2a,P034891,02/03/1995,1995,C,USD,100796706.9
xcMLzSiAZcuzm5LVWHc7RJ,P071985,07/06/2004,2004,C,USD,58561761.78
XPoJFBTb2NC2Mce79quFW3,P145335,09/06/2014,2014,C,USD,52000000
t7eTARdGtw5YPEtKecTVeE,P122764,23/03/2012,2012,C,USD,49092185.83
h3nyeJrxdb5t8ZhRTR6hMh,P078544,12/03/2005,2005,C,USD,11335861.06
XZWKT8LGFVgBoSEhMfm489,P057295,14/09/2001,2001,C,USD,50977332.93
LPQpZLms3Kt2nax6qiwkfa,P070947,02/11/2000,2000,C,USD,10221426.38
G5qDyk6DmZHL8MervQh2bX,P008314,12/08/2003,2003,C,USD,41184068.46
xAg3bAUMZynfTfmfzky2LM,P000753,31/12/1995,1995,C,USD,166835928.7
oAvKqs6UWZwdqE6rKPrede,P148797,04/07/2014,2014,C,USD,22500000
wjry3y5qoRNYH6wLf693tY,P097325,27/03/2012,2012,C,USD,98184371.65
PsPcUMXAJHddsES9TJgD5o,P050383,07/05/2002,2002,C,USD,104510614.2
ccYqCZHZyuRZWNjjqJw3gN,P120338,09/03/2010,2010,C,USD,25532939.6
y8E68SxFJLbRQ36fxV5Y8W,P041807,06/05/1998,1998,C,USD,10605373.69
Gv4hEpFSziY6A2LhcFNPnW,P004614,29/01/1995,1995,C,USD,208544910.8
HZHCt3o2vMAbwLZXEw8qxm,P081346,17/07/2005,2005,C,USD,113358610.6
23oHfGZqjLDLm3aMEeGo7Y,P148868,12/03/2014,2014,C,USD,153000000
vuw9bj8ZsDHgM88sjp6Tnk,P001402,05/07/1998,1998,C,USD,9014567.634
4YCqt9aGHtWqhpsQkT3RJN,P006872,20/09/1996,1996,C,USD,88680618.89
KxUp4sDtKvwoprK24N8vfe,P040649,29/11/1999,1999,C,USD,32633321.61
xq4CfND58Uppxb3mKD2WkV,P062668,19/06/1998,1998,C,USD,11268209.54
ZN764ua3YTR2FSzcbJm9dM,P008513,25/04/1996,1996,C,USD,15826079.68
9gQW96DAsEjjd3iLRexnjn,P066170,27/06/2002,2002,C,USD,27664574.34
fFcbXF8BhBYVkNU2HqSt9f,P145120,01/05/2014,2014,C,USD,126500000
AxK5dPHiqbpwWz5YCB2GBB,P119047,05/01/2011,2011,C,USD,19000000
rVmQaHCweHAqU7b7EHuEie,P083809,17/04/2004,2004,C,USD,81986466.49
o2gJ9ghv5yxo6CmnkqbeLo,P122320,27/04/2012,2012,C,USD,14727655.75
8D4BnKDwXk2iyi3j9wZxa6,P105176,08/07/2008,2008,C,USD,36539503.18
x39UHeAL9avXwdmw4piqSf,P057929,11/06/2004,2004,C,USD,58561761.78
qodX9gZudGoXJoow4KzAiL,P118561,13/08/2010,2010,C,USD,10213175.84
JvbxkNSxvaCCzp835bgnH7,P106680,17/01/2011,2011,C,USD,32800000
akTzJHRzUg269YBbarSA4S,P146194,07/02/2014,2014,C,USD,90000000
AYttTuJb2JnX5CkLKVMZhF,P070693,01/05/2001,2001,C,USD,312361108.6
QzmNgPu5gfNGh5xtTvPjWo,P115893,03/01/2012,2012,C,USD,824748721.9
eC6Uci4T5L75GjZRQ6oU5o,P124848,03/03/2013,2013,C,USD,51645692.04
fYbp8t3v8YP3AR8GgPzCX4,P101471,26/01/2009,2009,C,USD,341538361.2
dktzNFFjUbNtQJXDUg7d36,P118260,13/06/2011,2011,C,USD,66920000
jVYuEcjEjZTb2ite54KUzN,P098792,21/06/2006,2006,C,USD,5490516.423
xV27NdquSMXEFkzz4xm8uW,P035704,18/05/1995,1995,C,USD,208544910.8
PShzqSfHNhv6JU4jf4T8SS,P077457,10/03/2002,2002,C,USD,34795886.84
vh9yf8JeRWFcmBHMLh8cxb,P122028,06/03/2011,2011,C,USD,200000000
mH5U4cVWDPBccchXSEJkiD,P105269,09/08/2012,2012,C,USD,117821246
cwibYAKpTV4PRwgbDSazGZ,P080413,07/09/2005,2005,C,USD,22671722.11
LLHUF9PVv2sNjVtfTaWrXb,P082625,06/06/2004,2004,C,USD,5832751.473
2K4pKpUD9zFdH8HSDYqUuP,P117275,05/09/2010,2010,C,USD,5361917.316
HNvHEMh4SqSdvZGdvvCxNn,P088996,07/10/2008,2008,C,USD,15659787.08
8ELwWpphbuNwTstePzxYvj,P122735,17/03/2012,2012,C,USD,209132711.6
cbZXwZDteicx7gHo5vgmaV,P100160,21/01/2006,2006,C,USD,32943098.54
iMA9PihoVekwNc7WCQRRjC,P055573,04/02/1998,1998,C,USD,5952265.982
ybQvJTHgvxdgQCJD7PBMwe,P108583,06/06/2009,2009,C,USD,16559435.7
UjbVbcdg7FK3hPvPiZgkHk,P060221,25/11/2001,2001,C,USD,106202776.9
uKauE5XQHrtp596K2DLrKQ,P008403,12/11/1996,1996,C,USD,20874053.37
Xjx7GckHjTWoboS24Gvtkh,P113078,11/07/2011,2011,C,USD,175000000
3ZtSZqLdbvoQenQqv78vCM,P107797,09/10/2008,2008,C,USD,125278296.6
uD9yPFeMgrQ2y4aYoY3aye,P050432,12/07/1997,1997,C,USD,67032434.96
ADAojutW5JYqPJrDrSsYnR,P131202,18/12/2013,2013,C,USD,6610648.581
4vQiAFSwLYL4FHtb2H3aub,P131235,09/11/2014,2014,C,USD,121200000
EBc2ZC5Ei4zA2bfifdAMQi,P133445,25/03/2013,2013,C,USD,36151984.43
Rd7HzdLVmF7mNndjDTWK2B,P089865,16/11/2005,2005,C,USD,283396526.4
Gh7Z2DBgTy9HC7tnwS2W34,P049269,23/09/1998,1998,C,USD,376490765.9
6yQ3z6S4dxA6hj8pGGycu4,P112906,14/04/2009,2009,C,USD,5174823.655
mAoXZPyYEC74Rm2u6GCcoN,P082337,04/02/2006,2006,C,USD,27452582.12
nbLx4koLZSiscMiKD9SJUQ,P117016,11/05/2010,2010,C,USD,12255811.01
fHamnW9NGc6TV32KbEf4iU,P121842,08/02/2013,2013,C,USD,98126814.88
gMEhhnR8nkVugUyfKkMejE,P133424,19/03/2013,2013,C,USD,12394966.09
cGUG5ESQpKEdLF43X3R35S,P117417,17/11/2010,2010,C,USD,131903166
v6Fk3APy433jHfngbMHC4A,P114766,18/02/2009,2009,C,USD,49678307.09
qyLaT7gnsrScqHV8ZjLLTS,P083272,07/04/2005,2005,C,USD,28339652.64
CCLXnfwxua3xjSghsMebJQ,P075399,06/12/2003,2003,C,USD,65424866.65
FZm8DZ5FjnD88u8B8s9D8H,P075230,31/07/2003,2003,C,USD,13174085.06
K4kA36jhBr33yEiXisb4MU,P072785,31/01/2001,2001,C,USD,87461110.42
aVeoMTDwTzBy9Q7sbd5sw3,P056213,29/12/2001,2001,C,USD,3748333.304
f4SMaaCBLqbUzAbvkMeM6c,P085302,10/06/2004,2004,C,USD,23424704.71
i4sbM9EdKvELptspK5gFrQ,P128048,01/12/2013,2013,C,USD,51645692.04
psTjnSoGRBj7uGWsELjf5A,P040108,24/02/1999,1999,C,USD,19384193.04
3bjKLC9mAKoMQa2J28N8bA,P083904,25/06/2009,2009,C,USD,20699294.62
rHvgBEXfWYd4FZCcf9LHpT,P070963,09/05/2005,2005,C,USD,170037915.8
wgU4tnWnjASDnAR6Xp6pqe,P079661,05/12/2005,2005,C,USD,72549510.76
ubnnZYULP5KubhDuRXcFjg,P079259,13/08/2003,2003,C,USD,4816850.112
xz6juLyQuvmAUeCKNEt8kX,P120161,04/05/2011,2011,C,USD,200000000
3GPL2ubpiekusnmDQM2oyg,P010530,10/09/1997,1997,C,USD,106943546.7
MDH3gBX9nYcbEGStLCuvS,P081615,14/07/2010,2010,C,USD,153197637.6
xSKaFU4fe5sMjsJwnK6Rjb,P112873,01/05/2009,2009,C,USD,34671318.49
S5wkzPueUAQ9TrwGgAUkfR,P074762,12/02/2002,2002,C,USD,5852594.394
n6nu9sjfhgPtqdGVLRvGmf,P072205,30/12/2003,2003,C,USD,19989927.97
QfsJFF3EJeCmxHCaHLC6FU,P099630,17/04/2007,2007,C,USD,24010654.84
PJqN6kQ33zxiVCZNx7BRBd,P074889,11/03/2006,2006,C,USD,10981032.85
cNnPXZwSEegCrAJNHn2Ydd,P106993,04/03/2008,2008,C,USD,20879716.1
fM9ykZtecUFNdbr3b2f5iM,P125256,19/08/2011,2011,C,USD,20000000
7pBWh6smKGQuzWp8eCJEXD,P082977,10/12/2003,2003,C,USD,286602581.7
wpodZ2zeUCd4SUcLWA4b3i,P130735,05/02/2013,2013,C,USD,51645692.04
p4Kgq6bRojmDGmUs2vUFC5,P124913,08/01/2011,2011,C,USD,50000000
TFdBx8KuzJtDaYMuMFQr5k,P085260,06/10/2005,2005,C,USD,56679305.28
VkwFeb6CFZU7KEnDqcYF5i,P007396,05/10/1995,1995,C,USD,15015233.58
f8Vg656WrjXy4XjhKKPSBo,P073036,16/07/2003,2003,C,USD,42930176.63
sujAyX4u5wjLbrWVsyxo5N,P085539,13/09/2008,2008,C,USD,75688970.86
WswyBgb95NDgsr9vk93cZJ,P147978,29/03/2014,2014,C,USD,50000000
4tU3pFJtVB7HsJyKb8RVHF,P088575,14/12/2006,2006,C,USD,98829295.62
ck4dj5p2wxupFQKq8o3vCj,P150669,02/05/2014,2014,C,USD,400000000
yvCS6tv65Qx89vYuddidbT,P040208,22/07/1996,1996,C,USD,52799076.17
TKLLnhC7mtG7pjMGuF7q7F,P102316,11/12/2007,2007,C,USD,39484187.96
cL8H4ydV3f5nXGmFYJa3Ao,P074968,22/08/2002,2002,C,USD,614768318.7
tkgAz2iBbEvF34gCHBXC6o,P006969,18/02/1995,1995,C,USD,8536438.35
V7BRuMXsFbFZrNeEGrS4wh,P144140,10/05/2013,2013,C,USD,100192642.6
tkzLniWe2X3zpMpVMgEoBU,P124264,05/07/2011,2011,C,USD,60000000
LZ7yxwss3dDoxBXwdtSpHo,P116398,14/09/2011,2011,C,USD,210000000
uRQkUt8r2dXDaHPuZ9k6qh,P051151,26/09/1998,1998,C,USD,106053736.9
M7FFzbkSeDn6D9y9Fwc8Am,P000283,08/10/1997,1997,C,USD,28689882.16
eHCzN8CZnXKwVKzFqcGggU,P060258,08/02/1999,1999,C,USD,652666432.2
tujpjKfnhpTg3bSpQDAU8c,P069820,27/02/2000,2000,C,USD,38330348.91
UbvbRc6TQ9vbyqAKonu7DZ,P070973,22/05/2001,2001,C,USD,6746999.946
YGytKDCt6aX3mzgv7GKeEc,P106427,30/03/2008,2008,C,USD,45935375.42
P6HR8Gozv52tDrTTMjgfUi,P055137,12/05/1998,1998,C,USD,1988507566
ykZxLVNgqcDHzdbPhBxEHa,P125694,13/10/2012,2012,C,USD,19636874.33
ZiBzKYv79mYNMGz4AXPomL,P035770,22/12/1998,1998,C,USD,26513434.22
J286YXHpLtNxJSvbgQRMZU,P077684,26/09/2002,2002,C,USD,5409961.204
xXnR4CB3swQZVJjxkiggQF,P117238,02/08/2010,2010,C,USD,55151149.54
RM2VF4dEUsRUf6CVzUW2RK,P035630,01/03/2001,2001,C,USD,54350832.9
A5VB7ZUEWy3BfXfrpNWPB7,P086313,07/01/2008,2008,C,USD,3131957.415
amsG8nqdoHYKbCNLg7VmvW,P070995,28/01/2001,2001,C,USD,18741666.52
iL4y2rAAbTmKAXGviEQhkJ,P078380,01/02/2003,2003,C,USD,6021062.64
P3zw6zxRxBRxCcz9GUf8YU,P050544,29/10/2000,2000,C,USD,102214263.8
YTdknepDYvLbX4qxDbFDoG,P040462,28/02/1995,1995,C,USD,695149702.8
PQtng8Xch8ivtZNpt7DdK5,P093050,24/11/2006,2006,C,USD,54905164.23
APf33FstVVSkx28mQENp9i,P042287,30/03/1996,1996,C,USD,102323791
VZVrKPqYvfL2DKCAKoCEeD,P094917,16/07/2006,2006,C,USD,65886197.08
svXAx3RXiSa7YX6Hki8p5,P075829,02/04/2003,2003,C,USD,144505503.4
LdUX9k6TyUvGzSXFxfgrcd,P073113,29/09/2002,2002,C,USD,307384159.3
rN6dKDUDZtZ82Gf4mqEZT8,P060329,18/12/2001,2001,C,USD,18741666.52
yTRS8azPkd5vgFUtPDWRPc,P096812,17/01/2009,2009,C,USD,93146825.79
GvK8GeKmbUWGbCDnd3Aq6i,P055935,08/02/1998,1998,C,USD,55678211.86
q5aLgcdMfqnf6Cwp4naft5,P099811,24/11/2006,2006,C,USD,73353299.41
Rtv2GgsdGKWmWQsLRPcRdm,P077732,05/12/2002,2002,C,USD,13524903.01
uT9nAheDg2iaVsjqYkUZZK,P054462,01/08/1999,1999,C,USD,30022655.88
Tu9RuTGAqcWkAJDVsuhVj3,P081909,11/04/2003,2003,C,USD,24084250.56
pzJ4t4RygoGvqtgGDPhZgm,P008409,26/08/1995,1995,C,USD,118175449.5
ZVaP4SUi6sntxxyjrFq2pC,P090875,28/04/2006,2006,C,USD,10981032.85
imXPcNPGYSVDDsH2eDAVRP,P065146,19/03/1999,1999,C,USD,58739978.89
qXMdKBCgny9xeDyC9Qnj2j,P147402,05/05/2014,2014,C,USD,25500000
tYcWVRFQMr7YNKQfyg4a5N,P065301,27/06/2000,2000,C,USD,25553565.94
jtHM23cSDiP6456LGBYW4m,P055490,29/11/2001,2001,C,USD,187416665.2
iG7cCMzXL8Gkd5A2gsh2A9,P074642,24/04/2001,2001,C,USD,62472221.73
9vQLybJfDeA8D65CzUhiYW,P118701,19/02/2010,2010,C,USD,153197637.6
VQkqp8xcioqzzcg5E93ERF,P115873,20/04/2009,2009,C,USD,31048941.93
j8XZMTwhUruJrz6ZqXXrRM,P101641,15/08/2007,2007,C,USD,3574919.721
gEqgz9xcwdTYrPzYvc7QBR,P064926,14/03/2000,2000,C,USD,6388391.485
gHstF2WjkC2SooMLyJaFoK,P075189,18/10/2002,2002,C,USD,12295366.37
JorYmQW8hdojry2zCrQ5zL,P035672,02/05/2000,2000,C,USD,85604445.9
RUnz9FM532y22jzzzKwvzA,P037857,23/09/1998,1998,C,USD,331417927.7
mCeUrjjSTe2UJAzWm8JF3N,P133116,01/07/2014,2014,C,USD,150000000
C5Bhi4F5L63RaWMaFuEPZ,P049330,26/11/1996,1996,C,USD,74491719.87
VPzu24wurduTPHZGMuoRFN,P047039,12/05/1998,1998,C,USD,43747166.46
JNwp2Uz2TTzgKhAXfJKfkf,P098167,22/05/2006,2006,C,USD,65886197.08
AQJhvNq6HMzgdpc9GefHZk,P106200,01/10/2009,2009,C,USD,261846076.9
gYcf2Enx2fseaVDyHcZFAV,P083333,12/04/2005,2005,C,USD,57472815.56
gpGERW5gb77EKfQ4HdoZDc,P126722,05/02/2012,2012,C,USD,14727655.75
f3TQrNvAHkbVqEYz3huFfN,P110978,20/05/2010,2010,C,USD,20426351.68
drRqn4HEiDMHkNby3qqsUJ,P080345,21/01/2002,2002,C,USD,61476831.87
NfywcaE3nNFRuFm6mWFqC6,P111840,20/10/2010,2010,C,USD,72309284.95
Q5tjaXUgVvB5qyM6sx4g9,P121060,15/10/2010,2010,C,USD,39831385.78
QC5y98sdNWNra5oZq74PRR,P127080,20/11/2012,2012,C,USD,24546092.91
Dc8zFEYcqsa6RzVxfpPPb7,P127245,02/07/2013,2013,C,USD,16733204.22
MYnVh4Ysduo8beWX7iP2uT,P068673,28/04/2001,2001,C,USD,93708332.59
rnLgHCHyTKaD7G6ptyEx49,P116080,31/10/2009,2009,C,USD,146157719.3
8sx4dfi7kU8QFP5tZWDfE3,P071296,27/10/2005,2005,C,USD,51011374.75
D3DSXwytoHPn48EqnbujGM,P001999,28/08/1996,1996,C,USD,54572688.55
futFTKDCe7ab2xRcV8xseV,P115396,31/05/2009,2009,C,USD,8279717.848
HNdK7jjFkkLqX83SyqCWuK,P118779,05/06/2011,2011,C,USD,300000000
TirincW5vNSjTBWaofrzNY,P074132,10/12/2007,2007,C,USD,192085238.7
cmdHqguwfqsA26wMvVDmNo,P125135,21/04/2013,2013,C,USD,41316553.63
kcib2hpbRTv7Xzc7XXFESL,P133610,21/10/2014,2014,C,USD,100000000
EKJYrnnpcrr9AKaAmDxU4g,P102165,01/04/2007,2007,C,USD,3201420.645
TiRJQ8CQSV67snRsx6h9Bn,P106384,26/06/2011,2011,C,USD,65000000
RdjgHMqSbBdQknCcTNWavY,P100580,24/08/2009,2009,C,USD,413985892.4
dayvGK5oCZe5pKdyCSb4KD,P114875,19/07/2011,2011,C,USD,180000000
sVmVrPhn3n4axWaSP9GG4S,P115524,01/12/2009,2009,C,USD,8279717.848
6bbhpTfzy6YsEzQJkKPyQj,P143025,30/12/2013,2013,C,USD,20658276.82
QBVo5k62FqvB9orNWeEmN9,P036007,09/12/1995,1995,C,USD,8689371.285
rPXiwbNC2Qs6FfbgZSrdmE,P057030,03/09/1998,1998,C,USD,53026868.44
pGufieLMvCTSd9UveJuBrZ,P057880,27/02/2005,2005,C,USD,17003791.58
7ePHvs6rSfgkufCx2sjtzk,P106528,06/07/2008,2008,C,USD,17998315.28
Y67hPNPWJvJWdoUAUtidJU,P075343,03/09/2004,2004,C,USD,24595939.95
TnDkCTi2JNLPwPyEdLvPKU,P110324,07/04/2008,2008,C,USD,102415007.5
Ut3YQsMQtpxpLkeUSXnYp8,P106188,22/04/2008,2008,C,USD,15659787.08
p95nKiJ7EryXZvTBqPRBJA,P050484,18/12/1999,1999,C,USD,65266643.22
zdLbNfmU37yKmorTMKtA6F,P048756,15/12/1997,1997,C,USD,17428433.09
w97SnadEdxhFwtvgeWwbJP,P143650,31/12/2014,2014,C,USD,3680000
8fMzY9SRtbrtg4Js37G5fH,P146098,23/05/2013,2013,C,USD,33053242.91
9WexoFKR3DHagtLuDDcbuB,P096745,03/07/2010,2010,C,USD,148703840.2
sFv9Pu85tfXv2saxoCTYrf,P124181,10/04/2011,2011,C,USD,49000000
DAs4dzHE4q7jqgBMphQELm,P131118,31/08/2014,2014,C,USD,320000000
JsfRjR5WjQmZEnToiA2mkW,P035728,17/11/1997,1997,C,USD,68373083.66
7banPV7uKDmNCPAeeM3E8D,P117731,23/02/2012,2012,C,USD,407465142.4
8cHSFrCMXHGr6Bxd2oahu9,P074841,07/11/2005,2005,C,USD,340075831.7
32wxQKEnqw7Tt3qXbpoT8o,P008551,05/10/1996,1996,C,USD,25922027.06
kKBtUYBSmMbWFKXzapjPc6,P104497,13/02/2007,2007,C,USD,192085238.7
LEULQhwabeFApdiYTejdLD,P096801,20/08/2007,2007,C,USD,287487574
imtyUXEWnmJj36bumewCkj,P128258,26/09/2014,2014,C,USD,600000000
wfQC27iidrNu6AdthTSZzf,P002952,30/06/2002,2002,C,USD,122953663.7
E2FAezHMdDdcXwsJifYNxU,P043873,02/11/1997,1997,C,USD,80438921.95
BhMhNGHyGqU3Z4AXkomjZA,P119063,23/04/2013,2013,C,USD,154937076.1
fJDQKEbEepvVgUAekPSvDe,P093384,14/03/2006,2006,C,USD,32943098.54
3q789QYvLgxwLEiSSh5Mrj,P122807,22/06/2011,2011,C,USD,78000000
PZPyyZnLXDcDtkMkVHADX,P079657,13/09/2005,2005,C,USD,1133586.106
o4jTd82NtQmfrg9EPvuxUQ,P068808,16/09/2001,2001,C,USD,24988888.69
kM9xMNG3TTayPffmMJq3qj,P003602,15/10/1995,1995,C,USD,208544910.8
Fyazfh8h2Eo6EFb7y9Y53F,P045739,01/08/1996,1996,C,USD,6002995.74
qYkJYahD5tHpMprEM6TJC5,P115486,08/01/2009,2009,C,USD,25874118.27
VH4op6ch2HEk6WNBT2Y2xX,P099924,02/03/2008,2008,C,USD,11483843.86
oNWhiyR5vHgfRS5oU4kJqT,P052153,03/02/1999,1999,C,USD,78319971.86
smLFNRnWMBBX3d3abmErfU,P113151,29/04/2012,2012,C,USD,49092185.83
7uvTg4mR6J3R9sJ4AViH7Y,P040019,13/06/1996,1996,C,USD,18827577.55
dNUUQT4U2HcmwAm7yQfV35,P040409,28/02/1995,1995,C,USD,137639641.2
4C3aaSyxauR3ztpoLq6CfF,P058070,22/01/1999,1999,C,USD,35243987.34
76izBMJMk6zyQFaFKAXEhh,P057416,29/05/2001,2001,C,USD,6247222.173
r8N9Ms7DLxLVNtYFkTrvbR,P089259,17/10/2006,2006,C,USD,21962065.69
dGAVjJFvxrx59PNp5nA7Ka,P124006,29/10/2012,2012,C,USD,98184371.65
dTsWiPqqXvrqVSEevtMBV7,P069916,20/02/2002,2002,C,USD,122953663.7
9M74WLT6RykrJeMaNbcuYi,P050491,06/02/1997,1997,C,USD,1072518959
K7TKtidXr2U4jrsLBLjhSc,P064919,16/06/2002,2002,C,USD,22377566.8
PUz2RyUHwoALvqGksKuEa4,P049477,02/03/1998,1998,C,USD,51701196.72
9NXHxSNSSJ3g6bTzmarc6V,P102333,12/12/2007,2007,C,USD,106714021.5
GiuTMTVGCzDvouo8ForaWM,P100406,18/09/2009,2009,C,USD,93146825.79
JWEhdHp9Uju3b9JUAuHKzR,P090829,25/12/2005,2005,C,USD,90686888.45
ESzXKMoaTqkfVAzHMNA65g,P091025,18/10/2007,2007,C,USD,8825249.579
pkv8MEHawQEEdB2jVcmcU3,P096926,02/08/2009,2009,C,USD,134545415
3MYmcLXN9bX6fHCV4sApmU,P072482,25/11/2001,2001,C,USD,59348610.64
QUPssMxyQg7mtFRkj6CctU,P049690,11/11/1997,1997,C,USD,93845408.94
FnYD6VqVfYasEJgasx659S,P073196,20/02/2000,2000,C,USD,217971917.5
dTfceTgZcft2o5UT3swwTQ,P083377,23/03/2004,2004,C,USD,17568528.53
UmXncuPA8XFqJybSczwc3h,P077779,10/01/2002,2002,C,USD,40574709.03
i2RJN9TrBHGGg6uPy7KESG,P101474,30/07/2008,2008,C,USD,156597870.8
ihRXoWMbBQxBrpxjeJJBH4,P004844,09/08/1998,1998,C,USD,88687437.46
VapdhkVSXexxUeDvjvoWDB,P045600,16/02/1996,1996,C,USD,70262336.51
